3950000.0,2
3960000.0,3
3980000.0,3
3990000.0,1
4000000.0,2
4010000.0,2
4030000.0,5
4040000.0,3
4050000.0,1
4060000.0,7
4070000.0,2
4080000.0,4
4090000.0,3
4100000.0,1
4110000.0,1
4120000.0,2
4130000.0,3
4140000.0,4
4150000.0,1
4160000.0,5
4170000.0,3
4180000.0,2
4190000.0,4
4200000.0,2
4210000.0,2
4220000.0,2
4230000.0,3
4240000.0,2
4250000.0,4
4290000.0,1
4300000.0,5
4310000.0,3
4320000.0,2
4330000.0,2
4340000.0,2
4360000.0,2
4370000.0,3
4380000.0,1
4400000.0,3
4420000.0,1
4430000.0,1
4440000.0,1
4450000.0,1
4470000.0,2
4480000.0,3
4490000.0,1
4500000.0,1
4510000.0,2
4520000.0,2
4530000.0,3
4550000.0,4
4570000.0,2
4600000.0,3
4610000.0,2
4620000.0,1
4640000.0,2
4650000.0,2
4660000.0,1
4670000.0,1
4690000.0,1
4720000.0,1
4730000.0,1
4740000.0,2
4750000.0,2
4770000.0,1
4780000.0,1
4790000.0,1
4800000.0,1
4810000.0,3
4830000.0,1
4850000.0,2
4860000.0,1
4870000.0,2
4880000.0,5
4900000.0,2
4910000.0,4
4920000.0,1
4930000.0,1
4940000.0,2
4960000.0,1
4980000.0,1
4990000.0,2
5000000.0,1
5010000.0,3
5020000.0,1
5030000.0,2
5040000.0,1
5060000.0,1
5070000.0,2
5080000.0,2
5100000.0,1
5130000.0,1
5150000.0,3
5160000.0,1
5170000.0,1
5180000.0,4
5190000.0,2
5200000.0,1
5210000.0,3
5230000.0,1
5240000.0,2
5250000.0,1
5260000.0,1
5270000.0,1
5280000.0,2
5290000.0,2
5300000.0,1
5310000.0,1
5330000.0,1
5390000.0,1
5430000.0,1
5460000.0,1
5470000.0,1
5490000.0,4
5500000.0,3
5520000.0,1
5530000.0,1
5540000.0,2
5550000.0,1
5560000.0,3
5570000.0,2
5580000.0,1
5590000.0,1
5600000.0,5
5610000.0,1
5620000.0,3
5630000.0,1
5640000.0,1
5650000.0,1
5660000.0,2
5710000.0,1
5730000.0,1
5740000.0,1
5760000.0,1
6410000.0,1
6450000.0,1
6490000.0,1
6560000.0,1
6590000.0,1
6650000.0,1
8020000.0,1
8030000.0,2

